db_id,id,question,query,hardness,split,label,prediction,system,number_of_joins,number_of_projections,number_of_filters,number_of_aggregations,number_of_set_operations,number_of_subqueries,run,v1-v2-change,v1-v3-change,v2-v3-change,hardness_numeric,query_length,number_of_keywords,full_column_match,full_value_match,partial_column_match,question_similarity_train_query_id,similarity_score_nl,sql_similarity_train_query_id,similarity_score_sql
exp_v3,2,Against which team did Switzerland loose in 2018,"SELECT T1.teamname, T3.teamname, T2.team_goals, T2.opponent_team_goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T3.teamname = 'Switzerland' and T2.year = 2018 and T2.did_win = 'true'",hard,2,False,SELECT T1.teamname FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T3.teamname = 'Switzerland' AND T2.year = 2018 AND T2.is_draw = 0,Llamav2,2,4,4,0,0,0,0.0,True,True,True,3,292,1,0,4,13,600,0.761025488,373,0.840677966
exp_v3,6,All players that have the shirt number 13 and their name start with 'Alex',select player.player_name from player join player_fact on player.player_id = player_fact.player_id where player_fact.shirt_number = 13 and player.player_name like 'Alex%' group by player.player_name,extra,2,False,"SELECT p.player_id, p.player_name, p.shirt_number, p.position FROM player AS p JOIN player_club_team AS pct ON p.player_id = pct.player_id JOIN club AS c ON pct.club_id = c.club_id WHERE p.shirt_number = 13 AND p.player_name LIKE 'Alex%'",Llamav2,1,1,2,0,0,0,0.0,True,True,False,4,198,2,1,2,11,848,0.679871678,310,0.465346535
exp_v3,11,At how many woldcups did italy participate in?,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',easy,2,False,SELECT COUNT(DISTINCT T1.year) FROM world_cup AS T1 JOIN national_team AS T2 ON T1.qualified_team = T2.team_id WHERE T2.country = 'Italy',Llamav2,0,1,1,1,0,0,0.0,False,False,False,1,68,0,0,4,2,792,0.989650965,792,1.0
exp_v3,22,For which club does Maradonna play,select T3.club_name from player as T1 join player_club_team as T2 on T1.player_id = T2.player_id join club as T3 on T2.club_id = T3.club_id where T1.player_name like '%Maradona%',extra,2,False,SELECT club_name FROM club WHERE club_id IN (SELECT club_id FROM coach_club_team WHERE coach_id IN (SELECT coach_id FROM player WHERE player_name ILIKE '%Maradona%')),Llamav2,2,1,1,0,0,0,0.0,False,False,False,4,178,0,0,0,3,469,0.914927781,41,0.951871658
exp_v3,51,Give me all matches where stage is Quarter-finals including the teamnames ordered descending by year\n,"SELECT m.year, nt.teamname, m.team_role, m.team_goals FROM plays_match AS m JOIN national_team as nt on m.team_id = nt.team_id where m.stage = 'Quarter-finals' order by m.year desc;",hard,2,False,"SELECT T1.match_id, T1.team_id, T2.teamname, T3.opponent_team_id, T3.opponent_team_name, T1.year, T1.stage FROM plays_match AS T1 JOIN national_team AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T1.opponent_team_id = T3.team_id WHERE T1.stage = 'Quarter-finals' ORDER BY T1.year DESC",Llamav2,1,4,2,0,0,0,0.0,True,True,True,3,181,1,1,1,5,50,0.749126554,50,0.827027027
exp_v3,89,Give me the year of the first world cup played.,select t1.year from world_cup as t1 order by t1.year asc limit 1;,medium,2,True,SELECT year FROM world_cup WHERE year = (SELECT MIN(year) FROM world_cup),Llamav2,0,1,0,0,0,0,0.0,False,False,False,2,65,0,1,4,6,461,0.851404965,88,0.643678161
exp_v3,94,How many games did Brazil win?,SELECT count(*) FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id  JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id  WHERE T1.teamname = 'Brazil' and T2.team_goals > T2.opponent_team_goals;,hard,2,False,SELECT COUNT(*) as num_games_won FROM plays_match JOIN national_team ON plays_match.team_id = national_team.team_id WHERE national_team.teamname = 'Brazil',Llamav2,2,1,2,1,0,0,0.0,True,True,True,3,235,0,0,4,3,170,0.919406831,1071,0.76446281
exp_v3,104,How many goals did each player score over all encounters between Germany with Brazil after 2000?,"select nt.teamname, p.player_name, count(*) from player as p join player_fact as pf on p.player_id = pf.player_id join national_team as nt on pf.team_id = nt.team_id where pf.player_id in ( select mf.player_id from plays_match as m join match_fact as mf on m.match_team_id = mf.match_team_id join national_team as n on n.team_id = m.team_id join national_opponent_team as ot on m.opponent_team_id = ot.team_id where mf.goal = 'true' and n.teamname = 'Brazil' and ot.teamname = 'Germany' OR mf.goal = 'true' and n.teamname = 'Germany' and ot.teamname = 'Brazil') and nt.year > 2000 GROUP BY nt.teamname, p.player_name ORDER BY count(*) DESC",extra,2,False,"SELECT p.player_name, SUM(m.goals) AS total_goals FROM player AS p JOIN plays_match AS m ON p.player_id = m.player_id JOIN national_team AS t ON m.team_id = t.team_id WHERE t.teamname = 'Germany' OR t.teamname = 'Brazil' AND m.year > 2000 GROUP BY p.player_name",Llamav2,5,3,9,2,0,1,0.0,True,True,True,4,639,3,1,4,11,100,0.826116323,234,0.955453149
exp_v3,108,How many Goals did Germany score against Brazil?,"SELECT T2.year, T2.opponent_team_goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T1.teamname = 'Brazil' and T3.teamname = 'Germany'",hard,2,False,SELECT T1.goals FROM national_team AS T1 JOIN plays_match AS T2 ON T1.team_id = T2.team_id JOIN national_opponent_team AS T3 ON T2.opponent_team_id = T3.team_id WHERE T3.teamname = 'Brazil' AND T2.year = 2014 AND T1.team_id = 'Germany',Llamav2,2,2,2,0,0,0,0.0,True,True,True,3,240,0,1,4,9,127,0.879765451,439,0.853061224
exp_v3,120,How many goals did Ronaldo Score?,"SELECT T2.player_name, count(*) FROM match_fact AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T1.goal = 'true' and T2.player_name ilike '%Ronaldo%' group by T2.player_name;",extra,2,False,SELECT SUM(match_fact.goal) FROM match_fact JOIN player ON match_fact.player_id = player.player_id WHERE player.player_name ILIKE '%Cristiano Ronaldo%',Llamav2,1,2,2,1,0,0,0.0,True,True,False,4,187,0,1,2,9,118,0.961142957,110,0.968253968
