db_id,id,question,query,hardness,split,label,prediction,system,number_of_joins,number_of_projections,number_of_filters,number_of_aggregations,number_of_set_operations,number_of_subqueries,run,v1-v2-change,v1-v3-change,v2-v3-change,hardness_numeric,query_length,number_of_keywords,full_column_match,full_value_match,partial_column_match,question_similarity_train_query_id,similarity_score_nl,sql_similarity_train_query_id,similarity_score_sql
exp_v2,2,Against which team did Switzerland loose in 2018,"SELECT T1.teamname, T5.teamname, T2.home_team_goals, T4.away_team_goals FROM national_team AS T1 JOIN plays_as_home AS T2 ON T1.team_id = T2.team_id JOIN match AS T3 ON T2.match_id = T3.match_id JOIN plays_as_away AS T4 ON T3.match_id = T4.match_id JOIN national_team AS T5 ON T4.team_id = T5.team_id WHERE T5.teamname = 'Switzerland' and T3.year = 2018 and T3.did_home_win = 'True' UNION SELECT T6.teamname, T10.teamname, T7.away_team_goals, T9.home_team_goals FROM national_team AS T6 JOIN plays_as_away AS T7 ON T6.team_id = T7.team_id  JOIN match AS T8 ON T7.match_id = T8.match_id JOIN plays_as_home AS T9 ON T8.match_id = T9.match_id  JOIN national_team AS T10 ON T9.team_id = T10.team_id WHERE T10.teamname = 'Switzerland' and T8.year = 2018 and T8.did_home_win = 'False' and T8.is_draw = 'False'",extra,8,False,SELECT T1.teamname FROM national_team AS T1 JOIN plays_as_home AS T2 ON t1.team_id = t2.team_id JOIN match AS T3 ON T2.match_id = T3.match_id JOIN plays_as_away AS T4 on T4.match_id = T3.match_id JOIN national_team AS T5 on T4.team_id = T5.team_id WHERE T5.teamname = 'Switzerland' AND T3.year = 2018 AND T4.away_team_goals > T2.home_team_goals,Llamav2,8,4,9,0,1,0,0.0,True,True,True,4,803,1,0,7,9,600,0.761025488,852,0.769704433
exp_v2,6,All players that have the shirt number 13 and their name start with 'Alex',select player.player_name from player join player_fact on player.player_id = player_fact.player_id where player_fact.shirt_number = 13 and player.player_name like 'Alex%' group by player.player_name,extra,8,False,"SELECT T1.player_name, T2.shirt_number FROM player AS T1 JOIN player_club_team AS T2 ON T1.player_id = T2.player_id WHERE T2.shirt_number = 13 AND T1.player_name LIKE 'Alex%'",Llamav2,1,1,2,0,0,0,0.0,True,True,False,4,198,2,1,8,11,848,0.679871678,310,0.465346535
exp_v2,11,At how many woldcups did italy participate in?,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',easy,8,True,SELECT count(*) FROM national_team AS T1 WHERE T1.teamname = 'Italy',Llamav2,0,1,1,1,0,0,0.0,False,False,False,1,68,0,0,4,2,792,0.989650965,792,1.0
exp_v2,22,For which club does Maradonna play,select T3.club_name from player as T1 join player_club_team as T2 on T1.player_id = T2.player_id join club as T3 on T2.club_id = T3.club_id where T1.player_name like '%Maradona%',extra,8,False,SELECT T1.club_name FROM player AS T1 WHERE T1.player_name = 'Maradona',Llamav2,2,1,1,0,0,0,0.0,False,False,False,4,178,0,0,0,3,469,0.914927781,41,0.951871658
exp_v2,51,Give me all matches where stage is Quarter-finals including the teamnames ordered descending by year\n,"SELECT m.year, nt.teamname, nt2.teamname, mht.home_team_goals, mat.away_team_goals FROM match AS m   JOIN plays_as_home as mht on m.match_id = mht.match_id   JOIN national_team as nt on mht.team_id = nt.team_id   JOIN plays_as_away as mat on m.match_id = mat.match_id   JOIN national_team as nt2 on nt2.team_id = mat.team_id where m.stage = 'Quarter-finals' order by m.year desc;",extra,8,True,"SELECT T1.teamname, T2.home_team_goals, T5.teamname, T4.away_team_goals, T3.year FROM national_team AS T1  JOIN plays_as_home AS T2 ON t1.team_id = t2.team_id  JOIN match AS T3 ON T2.match_id = T3.match_id  JOIN plays_as_away AS T4 on T4.match_id = T3.match_id  JOIN national_team AS T5 on T4.team_id = T5.team_id WHERE T3.stage = 'Quarter-finals' ORDER BY T3.year DESC",Llamav2,4,5,2,0,0,0,0.0,True,True,True,4,379,1,1,1,4,50,0.749126554,50,0.822335025
exp_v2,89,Give me the year of the first world cup played.,select t1.year from world_cup as t1 order by t1.year asc limit 1;,medium,8,False,SELECT,Llamav2,0,1,0,0,0,0,0.0,False,False,False,2,65,0,1,9,6,461,0.851404965,88,0.643678161
exp_v2,94,How many games did Brazil win?,SELECT count(*) FROM national_team AS T1   JOIN plays_as_home AS T2 on T1.team_id = T2.team_id   JOIN match AS T3 ON T2.match_id = T3.match_id   JOIN plays_as_away AS T4 on T3.match_id = T4.match_id   JOIN national_team AS T5 ON T4.team_id = T5.team_id WHERE T1.teamname = 'Brazil' AND T2.home_team_goals > T4.away_team_goals    OR T5.teamname = 'Brazil' AND T2.home_team_goals < T4.away_team_goals;,extra,8,False,SELECT COUNT(*) FROM match AS T1 JOIN plays_as_home AS T2 ON T1.match_id = T2.match_id JOIN national_team AS T3 ON T2.team_id = T3.team_id WHERE T3.teamname = 'Brazil' AND T1.year = 2018,Llamav2,4,1,4,1,0,0,0.0,True,True,True,4,399,0,0,4,3,170,0.919406831,90,0.675736961
exp_v2,104,How many goals did each player score over all encounters between Germany with Brazil after 2000?,"select nt.teamname, p.player_name, count(*) from player as p join player_fact as pf on p.player_id = pf.player_id join national_team as nt on pf.team_id = nt.team_id where pf.player_id in ( select mf.player_id from match as m join match_fact as mf on m.match_id = mf.match_id join plays_as_home as mht on mht.match_id = m.match_id join national_team as n on n.team_id = mht.team_id join plays_as_away as mat on mat.match_id = m.match_id join national_team as ot on mat.team_id = ot.team_id where mf.goal = 'true' and n.teamname = 'Brazil' and ot.teamname = 'Germany' OR mf.goal = 'true' and n.teamname = 'Germany' and ot.teamname = 'Brazil') and nt.year > 2000 GROUP BY nt.teamname, p.player_name ORDER BY count(*) DESC",extra,8,False,"SELECT t1.player_name, sum(t2.home_team_goals + t3.away_team_goals) as total_goals FROM player as t1 JOIN plays_as_home AS t2 ON t1.player_id = t2.player_id JOIN match AS t3 ON t2.match_id = t3.match_id JOIN plays_as_away AS t4 on t4.match_id = t3.match_id WHERE t3.year > 2000 AND t1.team_id IN (SELECT team_id FROM national_team WHERE teamname IN ('Germany', 'Brazil')) GROUP BY t1.player_name",Llamav2,7,3,9,2,0,1,0.0,True,True,True,4,719,3,1,7,11,100,0.826116323,234,0.944065484
exp_v2,108,How many Goals did Germany score against Brazil?,"SELECT T3.year, T4.away_team_goals FROM national_team AS T1 JOIN plays_as_home AS T2 on T1.team_id = T2.team_id JOIN match AS T3 on T2.match_id = T3.match_id JOIN plays_as_away AS T4 ON T3.match_id = T4.match_id JOIN national_team AS T5 ON T5.team_id = T4.team_id WHERE T1.teamname = 'Brazil' and T5.teamname = 'Germany' UNION SELECT T3.year, T2.home_team_goals FROM national_team AS T1 JOIN plays_as_home AS T2 on T1.team_id = T2.team_id JOIN match AS T3 on T2.match_id = T3.match_id JOIN plays_as_away AS T4 ON T3.match_id = T4.match_id JOIN national_team AS T5 ON T5.team_id = T4.team_id WHERE T1.teamname = 'Germany' and T5.teamname = 'Brazil'",extra,8,False,SELECT T1.home_team_goals FROM national_team AS T1 JOIN plays_as_home AS T2 ON t1.team_id = t2.team_id JOIN match AS T3 ON T2.match_id = T3.match_id JOIN plays_as_away AS T4 on T4.match_id = T3.match_id JOIN national_team AS T5 on T4.team_id = T5.team_id WHERE T1.teamname = 'Germany' AND T5.teamname = 'Brazil' OR T5.teamname = 'Germany' AND T1.teamname = 'Brazil',Llamav2,8,2,4,0,1,0,0.0,True,True,True,4,647,0,1,4,9,127,0.879765451,439,0.826215022
exp_v2,120,How many goals did Ronaldo Score?,"SELECT T2.player_name, count(*) FROM match_fact AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T1.goal = 'true' and T2.player_name ilike '%Ronaldo%' group by T2.player_name;",hard,8,False,SELECT SUM(goals) FROM player WHERE player_name LIKE '%Ronaldo%',Llamav2,1,2,2,1,0,0,0.0,True,True,False,3,187,0,1,2,9,118,0.961142957,110,0.968253968
